_id,name,description,image,__v,type
64292927021f17e13fbc20a4,NED-B,"A towering loader droid, NED-B isn't programmed with the functionality to speak. Nevertheless, he finds other ways to express himself, and proves himself to be a loyal companion to those he deems worthy.",https://lumiere-a.akamaihd.net/v1/images/ned-b-main_8c02c882.jpeg,0,characters
64292927021f17e13fbc20a5,Neeku Vozo,"Bright and optimistic, Neeku is a trustworthy and kind-hearted member of the Colossus community. He speaks honestly and takes everyone quite literally, sometimes making what he has to say unintentionally hilarious. But despite his quirks, Neeku's logical way of thinking makes him one of the best mechanics on the platform.",https://lumiere-a.akamaihd.net/v1/images/resistance-db-neeku-main-image_36022e19.jpeg,0,characters
64292927021f17e13fbc20a6,Neepers Panpick,"A private investigator based in Canto Bight’s Old City, Neepers Panpick knows more than anyone about what the resort city’s power brokers are up to – and what they want to keep secret. While not a member of Canto Bight’s elite, Panpick dresses well to keep from attracting notice when his job forces him to rub elbows with the super-rich.",https://lumiere-a.akamaihd.net/v1/images/last-jedi-databank-neepers-panpick-main-image_273190de.jpeg,0,characters
64292927021f17e13fbc20a7,Neeva,"Neeva, born on a tranquil outer-rim world, displaced from her home planet by The Empire, and ended up on Nar Shaddaa. When she decides to clean up a little patch of land on her new home planet, she catches the wrong attention of the local crime boss, Boggs Triff.",https://lumiere-a.akamaihd.net/v1/images/neeva-main_c03ef648.jpeg,0,characters
64292927021f17e13fbc20a8,Nena,"Known as Nena to her friends, Nenavakasa Nalor is a survivor. Captured by pirates as a young girl, Nena was sold to the Hutts and worked as a slave for years before bravely making her escape. Now she prefers to work alone and has trouble trusting anyone, but finds a friend and willing listener in her fellow Nikto engineer, Neeku, after she's brought onboard the Colossus. Nena is a cunning engineer, but in other ways she isn't quite what she seems.",https://lumiere-a.akamaihd.net/v1/images/zro-ff-003183_8724884b.jpeg,0,characters
64292927021f17e13fbc20a9,Nhego Roolan,"It has recently come to light that Nhego Roolan's mysterious past intersected with that of Kada Jahr, and more interestingly, with that of her father Arann. While Arann's death remains a puzzle, some signs point to Nhego and Arran's past partnership in a large smuggling operation. Nhego is a dark and brooding individual, and often hard to track down. His interests lie mostly in personal acquisition of power and credits, but is sometimes found provoking small forces of the Rebel Alliance or the Empire into battle, or attempting to manipulate Kada into joining him.",https://lumiere-a.akamaihd.net/v1/images/nhego_background_cc63d235.png,0,characters
64292927021f17e13fbc20aa,Nien Nunb,"A native of Sullust, Nien Nunb was a smuggler who fought for both the Rebel Alliance and the Resistance during his long career. An expert pilot, he served as Lando Calrissian’s co-pilot aboard the Millennium Falcon during the Battle of Endor, flew an X-wing in the raid on Starkiller Base and survived the First Order’s assault on Crait. He was then killed fighting for freedom at Exegol.",https://lumiere-a.akamaihd.net/v1/images/nien-nunb-main_1dbef681.jpeg,0,characters
64292927021f17e13fbc20ab,Nils Tenant,"Nils Tenant was a human male who served the Galactic Republic during the Clone Wars, eventually raising to the rank of Rear Admiral in the Navy. His friendship with Wilhuff Tarkin led to his advancement to Admiral in the Imperial Navy after Palpatine declared himself Emperor. Sometime after that, he was chosen as one of the Joint Chiefs of the Imperial Military that served the Empire.",https://lumiere-a.akamaihd.net/v1/images/nils-tenant_5a249bfe.jpeg,0,characters
64292927021f17e13fbc20ac,Ninth Sister,"A hulking Dowutin who was trained by the
Jedi, the Ninth Sister is an imposing and
dangerous Inquisitor. Her mastery of the
Force is further enhanced by an extraordinary
empathic ability to read minds. While less
agile than other Inquisitors, during combat
she utilizes her massive size, brute strength,
and Jedi training to gain any advantage over
her opponents.",https://lumiere-a.akamaihd.net/v1/images/ninth_sister_-_bd_villainsscreenshots_ninth_sister_v04_ea712366.jpeg,0,characters
64292927021f17e13fbc20ad,Nix Card,"Nix Card was a Muun who served as the Galactic Senate’s representative from the Banking Clan during the Clone Wars. At one point, he worked closely with Count Dooku to manipulate the senate into deregulating the banks by any means necessary, including bombing plots.",https://lumiere-a.akamaihd.net/v1/images/nix-card_7d31dea4.jpeg,0,characters
64292927021f17e13fbc20ae,Nix Jerd,"The bombardier aboard Resistance bomber Cobalt Hammer, Nix Jerd hails from the Mid Rim world of Lantillies. His bomber flies into the teeth of the First Order’s defenses above D’Qar, targeting a massive Siege Dreadnought. As explosions rattle Cobalt Hammer, Nix keeps a firm grip on the remote trigger that will release the bomber’s payload.",https://lumiere-a.akamaihd.net/v1/images/ep8-018959_bg_40a476d8.jpeg,0,characters
64292927021f17e13fbc20be,Oma Tres,"As a bartender in Kijimi City’s infamous Spice Runners’ Den, Oma Tres has heard his share of discord – and on occupied Kijimi, the drums of war are part of the soundtrack of life. Tres can only hope the present strife will reach its crescendo and be followed by an era of harmony.",https://lumiere-a.akamaihd.net/v1/images/omas-tres-main_69fe6af3.jpeg,0,characters
64292927021f17e13fbc20af,Nooa,"A young Urodel, spunky, and unafraid to ask the tough questions. She has a sense of curiosity about the galaxy around her. After being identified as Force sensitive, she was brought into the Jedi Order and eventually rose to the rank of Padawan.",https://lumiere-a.akamaihd.net/v1/images/nooa-main_91e10d59.jpeg,0,characters
64292927021f17e13fbc20b1,Nossor Ri,"The chieftain of the Quarren people on Mon Cala, Nossor Ri was a friend to Mon Calamari King Yos Kolina, despite their clashing viewpoints. He was saddened by the shocking murder of the king, but could not support the rise of Prince Lee-Char, heir to the throne. Nossor believed Lee-Char was too young and inexperienced to lead the planet. Goaded by a Separatist ""adviser,"" Riff Tamson, Nossor Ri called for new leadership, and a chance for a Quarren to hold the throne. The Quarren chieftain would come to regret siding with Tamson and the Separatists.",https://lumiere-a.akamaihd.net/v1/images/databank_nossorri_01_169_5bad1ecb.jpeg,0,characters
64292927021f17e13fbc20b2,Numa,"A Twi'lek child who lived on the planet Ryloth during the Clone Wars, Numa escaped being captured by the Separatist droid army by hiding in tunnels beneath the town of Nabat.     Two clone troopers from Ghost Company -- Boil and Waxer -- discovered Numa while on a recon mission. She showed them the tunnels, which Obi-Wan Kenobi then used to free the Twi'lek prisoners and defeat the town's Separatist occupiers.",https://lumiere-a.akamaihd.net/v1/images/numa_b9d6a4c0.jpeg,0,characters
64292927021f17e13fbc20b3,Nute Gunray,"Neimoidians are known for their business skills, but Nute Gunray, Viceroy of the Trade Federation, was more cutthroat than most. It was Gunray who conspired with the Sith Lord Darth Sidious to launch the blockade and subsequent invasion of Naboo. Once the planet was under siege, Gunray attempted to force Queen Amidala to sign a treaty that would legitimize the occupation. Amidala escaped, and returned to infiltrate her own palace and blast through Gunray's protectors. Arrested by Republic officials, Gunray was carted off to answer for his crimes, but evaded imprisonment and kept his post.",https://lumiere-a.akamaihd.net/v1/images/databank_nutegunray_01_169_9d66ded2.jpeg,0,characters
64292927021f17e13fbc20b4,O-Mer,"A Cerean youngling who became a fugitive on the Trandoshan hunters' moon of Wasskah, O-Mer resigned himself to life on the run -- until Ahsoka Tano rallied him and his fellow Jedi to fight back against the cruel hunters.    Using his Jedi skills for something other than hiding and fleeing, O-Mer proved instrumental in the attack on the Trandoshan base, and won his way back to freedom.",https://lumiere-a.akamaihd.net/v1/images/databank_omer_01_169_527bc25d.jpeg,0,characters
64292927021f17e13fbc20b5,Obi-Wan Kenobi,"A legendary Jedi Master, Obi-Wan Kenobi was a noble man and gifted in the ways of the Force. He trained Anakin Skywalker, served as a general in the Republic Army during the Clone Wars, and guided Luke Skywalker as a mentor.",https://lumiere-a.akamaihd.net/v1/images/obi-wan-kenobi-main_3286c63c.jpeg,0,characters
64292927021f17e13fbc20b6,Ochi of Bestoon,"During his infamous career, Ochi of Bestoon was a hunter of Sith relics, a ruthless assassin, and a devotee of the dark side of the Force. After the fall of the Empire, Luke Skywalker sought Ochi with the help of Lando Calrissian, only to have the trail go cold on Pasaana. Years later, Rey would find Ochi’s remains – and discover the relic hunter’s story was the key to unlocking the mystery of her own origins.",https://lumiere-a.akamaihd.net/v1/images/ochi-of-bestoon-main_ad651ffa.jpeg,0,characters
64292927021f17e13fbc20b7,Ody Mandrell,"A Tatooine native, Ody Mandrell was a foolhardy thrill-seeker who entered the fateful Boonta Eve Classic that saw the liberation of Anakin Skywalker. During a pit stop in the heat of the race, Mandrell suffered career-shattering misfortune. One of his record-setting pit droids was sucked into his massive engine intakes, crippling his Podracer.",https://lumiere-a.akamaihd.net/v1/images/databank_odymandrell_01_169_39b1886d.jpeg,0,characters
64292927021f17e13fbc20b8,Officer Sharest,"Lead Transport Security Officer Falthina Sharest works at Coronet Spaceport, where she has seen her workday expand without a corresponding increase in pay. Sharest makes up the difference by seizing contraband from foolish or unlucky travelers for surreptitious resale. When offered a vial of valuable coaxium, Sharest sees the chance for a big payday.",https://lumiere-a.akamaihd.net/v1/images/solo-db-emigration-officer-main-image_d94c9e4b.jpeg,0,characters
64292927021f17e13fbc20b9,Oga Garra,"The elusive local crime boss of Black Spire Outpost on Batuu, few have seen Oga in the flesh and have lived to tell the tale. She has earned an infamous, almost mythical reputation among smugglers, criminals, and prominent figures of the underworld. Even the mere mention of her name sets the locals on edge. Many local Batuuans wonder whether she’ll finally make an appearance now that the First Order has arrived on Black Spire Outpost, but she remains hidden, preferring to run her cantina and the outpost in the shadows.",https://lumiere-a.akamaihd.net/v1/images/oga-garra-main_b003a39a.jpeg,0,characters
64292927021f17e13fbc20ba,Okalin,"Okalin, advisor to the throne of Onderon, carefully monitored the unrest on the divided planet. With a network of contacts spread throughout the walled city of Iziz, Okalin was able to stay abreast of the shifting tides of fears and sympathy that gripped the Onderonian citizens during the Clone Wars. Okalin warned King Sanjay Rash of terrorist strikes that threatened his life, but the even-tempered advisor was careful not to provoke the ire of the king or his war leaders.",https://lumiere-a.akamaihd.net/v1/images/databank_okalin_01_169_bb494304.jpeg,0,characters
64292927021f17e13fbc20bb,Old Daka,"The oldest and wisest of the Nightsisters clan, Old Daka's knowledge of the arcane magicks was unprecedented. When the Separatists launched a devastating attack on Dathomir, and the Nightsisters were outnumbered by General Grievous's droid forces, Mother Talzin retreated into the depths of the witches' lair and called upon Old Daka for help. Daka used an ancient incantation to summon the dead from the Nightsisters' graveyard, bolstering their number with zombie hordes.",https://lumiere-a.akamaihd.net/v1/images/databank_olddaka_01_169_ae6b143e.jpeg,0,characters
64292927021f17e13fbc20bc,Old Jho,"Old Jho is a longtime resident of Lothal who saw the planet go through many changes -- including its eventual descent into a center for Imperial administration. He owns Old Jho's Pit Stop saloon, a popular destination in a Lothal spaceport, and helps rebels looking to strike against the Empire.",https://lumiere-a.akamaihd.net/v1/images/image_68258531.jpeg,0,characters
64292927021f17e13fbc20b0,Norath,"Resistance spy Norath Kev is on a secret mission to gather valuable intel on the First Order, tracking the rising threat through black market activity at Vargo Spaceport on Varkana.",https://lumiere-a.akamaihd.net/v1/images/norath-mian_eb0c1296.jpeg,0,characters
64292927021f17e13fbc20a2,Namua,"With his short tentacles tucked pertly into a single tail at the nape of his neck, Namua keeps his large black eyes on events unfolding around him on the Colossus. Curious and inquisitive to the point of being invasive, he's never afraid to insert himself in a new situation even when it doesn't involve him.",https://lumiere-a.akamaihd.net/v1/images/namua_main_33949039.jpeg,0,characters
64292927021f17e13fbc20dc,Peli Motto's R5-D4,"A battered astromech droid, R5-D4 has had a long operational span bouncing around various owners on Tatooine for decades. He is now in Peli Motto's employ in Docking 3-5 of Mos Eisley Spaceport.",https://lumiere-a.akamaihd.net/v1/images/peli-motto-s-r5-d4-main_fba63543.jpeg,0,characters
64292927021f17e13fbc20de,Pendra Siliu,"Pendra Siliu is one of many children trapped in Jedha’s Holy City by the Imperial occupation. As her desperate parents try to arrange passage offworld, Pendra is caught in the middle of a pitched urban battle between stormtroopers and Saw Gerrera’s rebels. Fortunately, Jyn Erso sees her plight and rushes to her rescue.",https://lumiere-a.akamaihd.net/v1/images/pendra-siliu-main_d5f26793.jpeg,0,characters
64292927021f17e13fbc20fd,Qin,"A prisoner aboard one of the New Republic's most secure ships, the Twi'lek Qin once worked jobs with his sister, Xi'an.",https://lumiere-a.akamaihd.net/v1/images/qin-main_ed944590.jpeg,0,characters
64292927021f17e13fbc20fe,QT-KT,"A chipper astromech droid that served with Aayla Secura during the Clone Wars, QT-KT was called upon to serve the Republic as part of D-Squad, an all-droid special missions unit led by the gruff Colonel Meebur Gascon. To carry out the vital assignment of capturing a Separatist encryption module, Qutee was outfitted with a special remote-controlled magnet coil concealed in her upper dome.",https://lumiere-a.akamaihd.net/v1/images/qt-kt_1bfbb393.jpeg,0,characters
64292927021f17e13fbc20ff,Quarrie,"A short, prideful Mon Calamari, Quarrie was a master engineer who created the Blade Wing — commonly known as the B-wing. He enjoyed his work, and was eager to experiment in speed, agility, and weaponry, though he was no pilot himself. During the early days of the rebellion, Quarrie gifted his B-wing to Hera and Phoenix Squadron, helping turn the tide in one key battle and giving the fleet some much-needed firepower.",https://lumiere-a.akamaihd.net/v1/images/quarrie_ab09a492.jpeg,0,characters
64292927021f17e13fbc2100,Quay Tolsite,"Quay Tolsite is the director of the Pyke Syndicate’s operations on Kessel, which would be an enviable job except for the damaging effects of the planet’s noxious atmosphere on Pyke bodies. Tolsite carries a ring of code keys required to access key systems in the mining facilities.",https://lumiere-a.akamaihd.net/v1/images/solo-db-quay-tolsite-main-image_cd714bc5.jpeg,0,characters
64292927021f17e13fbc2101,Queen Apailana,Queen Apailana was the elected ruler of the Naboo by the end of the Clone Wars. She was the first ruler of the Emperor’s home planet of Naboo during the birth of the Galactic Empire. She was seen publicly mourning Senator Padme Amidala at her funeral.,https://lumiere-a.akamaihd.net/v1/images/queen_apailana_90cd9319.jpeg,0,characters
64292927021f17e13fbc2102,Queen Breha Organa,"Queen Breha Organa is the head of the Royal Family of Alderaan, the Minister of Education for her planet, and the adoptive mother of Princess Leia Organa. Together with her husband Bail, Queen Breha ensures her daughter is best prepared for the future as a leader in her own right. As her husband works to build the loose underground network of cells that would eventually become the Rebel Alliance, Breha mentors students on Alderaan, including the X-wing pilot Evaan Verlaine.",https://lumiere-a.akamaihd.net/v1/images/breha-organa-main_d3e4f1eb.jpeg,0,characters
64292927021f17e13fbc2103,Queen Jamillia,"Queen Jamillia served as the successor of Queen Amidala as the elected sovereign of Naboo. It was Jamillia that convinced Padme Amidala to serve as senator for the system, and spoke with Padme about the political realities of war as the Senator hid on Naboo just prior to the outbreak of the Clone Wars.",https://lumiere-a.akamaihd.net/v1/images/queen-jamillia_0cb29995.jpeg,0,characters
64292927021f17e13fbc2104,Queen Julia,"The queen of the neutral planet Bardotta, Julia appealed to the Republic for assistance after her world’s Dagoyan Masters began disappearing. To the Republic’s confusion, Julia asked specifically for assistance from Jar Jar Binks instead of a Senate delegation or Jedi Knights. Jar Jar answered the call of his beloved, but Mace Windu came with him – to Julia’s displeasure. The Gungan and the Jedi discovered the Frangrawl clan was kidnapping the Dagoyan Masters, but the cultists took Julia to Zardossa Stix to be sacrificed in a Force-draining ceremony. Jar Jar and Mace arrived just in time to rescue the Bardottan monarch.",https://lumiere-a.akamaihd.net/v1/images/image_2c489204.jpeg,0,characters
